연번,판매소명,주소,지정일자,latitude,longitude
342,이마트24 주안한나루점,인천광역시 미추홀구 한나루로526번길 10 (주안동),2020-09-21,37.45335215,126.6690706
343,주안시장마트,인천광역시 미추홀구 경인로326번길 31 (주안동),2020-09-22,37.4571794,126.6758763
344,씨유 주안한나루로,"한나루로527번길 13, 1층",2020-12-28,37.45391951,126.6680102
345,이마트24 수봉스카이점,"인천광역시 미추홀구 경인북길 383(주안동, 평안아트",2022-07-19,37.45769914,126.668229
346,주안시장마트,인천광역시 미추홀구 경인로326번길 31(주안동) 2호,2023-03-16,37.4571794,126.6758763
347,지에스25주안프라임,인천광역시 미추홀구 남주길147번길 3 (주안동) 1층 1,2023-05-12,37.45391674,126.677485
348,씨유 주안힐스,인천광역시 미추홀구 남주길 150 (주안동) 근린생활시,2023-07-18,37.45343014,126.6768057
349,씨유 주안푸르지오,"인천광역시 미추홀구 남주길 150 (주안동, 힐스테이트",2023-09-15,37.45343014,126.6768057
350,지에스더프레시 인천주안점,"인천광역시 미추홀구 남주길 150 (주안동, 힐스테이트",2023-11-01,37.45343014,126.6768057
351,지에스25 주안센트라스점,인천광역시 미추홀구 한나루로573번길 9 (주안동) 1층,2023-12-21,37.45748412,126.6707611
352,주안소비자마트,미추홀구 신기길58번길 50(주안동),2019-05-30,37.44563596,126.6739541
353,월드마트,미추홀구 주안3동723-15,1998-11-27,37.45133181,126.670421
354,남양슈퍼,미추홀구 인하로209번길 26(주안동),2001-02-07,37.44976833,126.671796
355,지에스25 주안파크자이점,미추홀구 신기길16번길 70,2016-01-20,37.44759285,126.6727753
356,럭키홈마트,"미추홀구 한나루로 468 (주안동, 은진빌딩)",2017-05-12,37.4486473,126.6678973
357,미추홀 편의점,"미추홀구 신기길30번길 65, 1층(주안동)",2019-01-15,37.44670188,126.6729512
358,레몬비 주안점,"미추홀구 한나루로458번길 1, 102호",2021-02-09,37.44789513,126.6681195
359,이마트24 주안인주점,인천광역시 미추홀구 인주대로 332(주안동) 101호,2022-03-22,37.45141451,126.6733718
360,씨유주안파크자이후문,인천광역시 미추홀구 신기길30번길 69-49(주안동) 1층,2023-02-17,37.44612401,126.6732278
361,지에스25 주안자이점,"인천광역시 미추홀구 인하로222번길 20 (주안동, 주안",2023-04-14,37.44784675,126.6721571
362,이마트24 주안신기점,"인천광역시 미추홀구 신기길58번길 43-3 (주안동, 건",2023-06-09,37.44544704,126.6743857
363,이마트24 주안예찬점,인천광역시 미추홀구 인하로 224 (주안동) 1층,2023-11-24,37.44833278,126.6728821
364,엄마손마트,"미추홀구 주안4동 426-25, 1층 (동주길135-43)",1994-12-22,37.45739856,126.6824609
365,왕마트,미추홀구 주안4동 1474-20,2000-06-01,37.45365601,126.6818152
366,한진할인마트,미추홀구 주안4동1543-7,2000-04-18,37.45710905,126.6913327
367,O.K공판장,미추홀구 주안4동 388-10,2001-05-10,37.45531799,126.6849681
368,주안마트,미추홀구 경인로418번길 28 (주안동),2001-11-19,37.45668305,126.6862313
369,신용하이퍼,미추홀구 주안4동 316-14,2003-01-20,37.45485961,126.6875007
370,하나마트,미추홀구 주안4동 1476-13,2006-04-11,37.45321625,126.6832994
371,공간슈퍼,미추홀구 주안4동 1480-32 (미추홀대로614번길 59),2014-12-26,37.45190328,126.683259
372,대성토탈시스템(할인마트),인천광역시 미추홀구 경인로430번길 66-5(주안동) 1층,2015-05-19,37.45484542,126.6874847
373,GS25 주안세일점,미추홀구 동주길 76(주안동),2015-10-21,37.45472663,126.6849257
374,화영이고모할인마트,미추홀구 구월남로 2(주안4동),2016-01-29,37.45463912,126.6899572
375,씨유 주안빌리지점,"미추홀구 미추홀대로614번길 33, 1층(주안동)",2018-01-18,37.45202331,126.6817898
376,한국슈퍼,미추홀대로646번길 17 (주안동),2019-05-29,37.45504177,126.6809814
377,주안중앙,"구월로8번길 16, 2층 202호(주안동,세종빌딩)",2019-09-17,37.4570674,126.6916324
378,아이지에이인천주안점,동주길97번길 12,2020-12-29,37.45570855,126.6842497
379,슈퍼킹,"미추홀대로614번길 17, 1층 상가호(주안동, 현대프자)",2021-04-15,37.45214516,126.6809653
380,이마트24 주안대로점,인천광역시 미추홀구 경인로 402(주안동) 1층,2021-12-20,37.45790351,126.6846596
381,씨유 구월주하점,인천광역시 남동구 구월남로48번길 39(구월동) 1층,2022-07-29,37.45200205,126.6944217
382,씨유 주안에듀포레점,인천광역시 미추홀구 경원대로780번길 22(주안동) 1층,2022-08-11,37.45397016,126.6928006
383,지에스25 인천포레나,"인천광역시 미추홀구 경인로 372(주안동 , 포레나 홀)",2022-11-16,37.4580182,126.6811632
384,씨유 석바위시장역점,인천광역시 미추홀구 경인로 452 (주안동) 1동 102호,2023-04-10,37.45755067,126.6903479
385,씨유주안사랑점,인천광역시 미추홀구 경인로 438 (주안동) 1층,2023-08-16,37.45768606,126.6887928
386,현대마트,미추홀구 주안5동10-194,1999-03-15,37.46951616,126.675476
387,인천할인마트,"미추홀구 석정로 433(주안동, 102호일부)",1999-04-03,37.4667456,126.6836647
388,GS25 주안하나점,인천광역시 미추홀구 염전로334번길 29(주안동),2021-12-08,37.4694513,126.6769601
389,제일미니슈퍼,미추홀구 주안5동28-7 동일에센빌 101,2000-03-03,37.46581028,126.6760537
390,씨유 주안베스티움,미추홀구 염창로 35 (주안동),2012-11-29,37.46624009,126.6778783
391,씨유 주안공단,"미추홀구 길파로39번길 2, 1층(주안동)",2020-10-30,37.46935638,126.6796258
392,지에스25 주안서이,"미추홀구 염전로 330, 116호(주안동,주안제이타워)",2017-04-27,37.47042891,126.6767353
393,씨유 주안5동점,"미추홀구 주염로28번길 3, 1층(주안동)",2018-10-11,37.46820211,126.6821981
394,소문난DC마트,"미추홀구 염창로 58, 아이존 A동 지하1층 219호",2019-03-19,37.46554181,126.6804649
395,현대홈마트,"미추홀구 석정로351번길 12, 105동 110호",2019-03-19,37.46789579,126.6747225
396,현광세일마트,"염창로 92, 1층(주안동)",2019-04-10,37.46530862,126.6839482
397,씨유 주안제이타워2차,"방축로 312, 127호,128호(주안동,주안제이타워2차)",2019-05-27,37.47440152,126.677486
398,마마트,"석정로433번길 25, 1층 102호 (주안동)",2019-07-26,37.46771388,126.6842231
399,(주)정감유통,"남동구 염전로 407, 1층(간석동)",2019-08-13,37.46946656,126.6852522
400,착한마트,주안5동,2020-01-15,37.47003239,126.6793521
401,이마트24R주안북부,"염창로65-1, 1층(주안동)",2020-02-28,37.46578415,126.6813889
402,씨유주안태화점,"석정로360, 103호(주안동)",2020-03-26,37.46710903,126.6756736
403,씨유 주안석정,"석정로351번길52, 1층(주안동)",2020-07-16,37.46988456,126.6748108
404,세븐일레븐 인천주안광명점,"석정로375번길11, 1층(주안동)",2020-09-07,37.46779195,126.6772383
405,동부홈마트,"미추홀구 염전로 414, 상가동 1층 109,110호(주안동)",2021-07-09,37.46878069,126.6861912
406,씨유 주안하늘점,인천광역시 미추홀구 석정로433번길 29(주안동),2021-07-12,37.46783691,126.6843064
407,이마트24 주안로또점,"미추홀구 석정로 389-5, 1층 (주안동)",2021-09-28,37.46718079,126.678787
408,세븐일레븐 주안센트레빌점,"인천광역시 미추홀구 염전로 414(주안동, 주안역 센트",2021-11-10,37.46878069,126.6861912
409,이마트24 R주안사랑점,인천광역시 미추홀구 석정로461번길 35-8(주안동) 1층,2022-02-16,37.46785345,126.6868647
410,(주)코리아세븐 인천주안현대점,인천광역시 미추홀구 길파로35번길 75(주안동),2022-02-18,37.46952991,126.6754616
411,세븐일레븐 인천주안북부점,인천광역시 미추홀구 길파로 10(주안동) 1층,2022-07-05,37.46658439,126.6795754
412,세븐일레븐 인천주안공단점,인천광역시 미추홀구 주염로 51(주안동) 1층,2022-07-06,37.47000189,126.6831448
413,씨유 주안더로프,인천광역시 미추홀구 석정로 384 (주안동) 1층 101호,2023-05-31,37.46675245,126.6781587
414,(주)샤인유통 간석점,인천광역시 부평구 방축로 429 (십정동),2023-06-28,37.47111257,126.6901462
415,GS25 주안공단점,인천광역시 미추홀구 염전로 362 (주안동) 1층,2023-09-01,37.47013656,126.6801551
416,GS25 석바위점,"미추홀구 석바위로143, 1층",2020-05-13,37.45993931,126.6888629
417,광해할인마트,미추홀구 주안6동 966-3 광해리드빌상가106호,2002-10-14,37.46398811,126.6878831
418,만인슈퍼,미추홀구 주안6동 1591-2 (구월로 19번길 35),2004-08-18,37.45881812,126.6936639
419,복지상회,미추홀구 주안6동 939-1,2008-06-04,37.45964136,126.6905833
420,지에스25 주안달님,미추홀구 주안6동 927-26 101호,2008-10-29,37.46273804,126.6912051
421,씨유 월드스테이트점,인천광역시 미추홀구 경원대로864번길 118(주안동) 제,2009-04-01,37.46233228,126.6953561
422,주식회사 에이알상사,인천광역시 미추홀구 경원대로852번길 84(주안동),2013-04-01,37.46020349,126.6937256
423,민-마트,미추홀구 주안6동 975-2 (경원대로 897-15),2014-11-24,37.46291727,126.6887403
424,청도할인마트,미추홀구 경원대로887번길 24-3(주안동),2016-01-19,37.46214679,126.6880795
425,아이마트 주안동점,미추홀구 경원대로 901 (주안6동969-7),2016-11-22,37.46322939,126.6894616
426,세븐일레븐 인천주안희망점,"미추홀구 주안동로12번길 2, 1층(주안동)",2017-06-01,37.45924274,126.685968
427,이마트24 주안월드,"미추홀구 주안로226, 102호(주안동, 중심상가)",2018-02-28,37.46300627,126.6952992
428,강화할인마트,"미추홀구 주안로 151-3, 1층 일부(주안동)",2018-07-23,37.46395067,126.6867042
429,씨유 주안해마루점,"주안로 182, 105호 (주안동, 해마루 더펠리체)",2019-07-26,37.46319957,126.6901831
430,새로나마트,"구월로19번길 36, 11호(주안동)",2019-11-05,37.45870622,126.6942227
431,착한마트 석바위점,"경인로499번길23-5, 제지1층B01호(주안동, 센스빌)",2020-03-05,37.46095978,126.6939653
432,씨유 주안동행,"경원대로897번길41, 1층(주안동, 동우그린맨션)",2020-03-18,37.46307532,126.6873463
433,이마트24 석바위사장역점,"구월로14, 1층(주안동)",2020-05-28,37.45749172,126.6917168
434,이마트24 인천석바위점,경원대로864번길 12,2020-01-05,37.459632,126.6904132
435,지에스25주안월드점,"미추홀구 경인로485번길 33, 1층",2020-02-03,37.46087594,126.6923861
436,(주)코리아세븐 주안현대점,"미추홀구 구월로 38 (주안동, 1층 1호)",2021-03-10,37.45721452,126.6944014
437,씨유 인천간석역점,"미추홀구 주안로213번길 15, 101호 (주안동)",2021-07-09,37.4642261,126.6935741
438,강화할인마트,"미추홀구 주안로 151-3, 1층 일부 (주안동)",2021-07-30,37.46395067,126.6867042
439,이마트24 주안월드스테이트점,"주안로 226, 1층 102호(주안동, 더월드스테이트)",2021-09-03,37.46300627,126.6952992
440,이마트24 주안청울림점,"인천광역시 미추홀구 주안로 170(주안동, 주안역 청울",2022-09-14,37.46329462,126.6887094
441,이마트24 R주안석바위점,인천광역시 미추홀구 경인로425번길 30(주안동) 1층,2023-03-03,37.45943423,126.6876096
442,지에스25주안센터점,인천광역시 미추홀구 주안로160번길 53 (주안동) 1층(,2023-08-03,37.46114472,126.6876146
443,이마트24 R주안경인로,인천광역시 미추홀구 경인로 482 (주안동) 1층,2023-08-18,37.45907925,126.6933947
444,지에스25 주안빌리지점,인천광역시 미추홀구 주안로205번길 14 (주안동) 1층,2023-12-21,37.4641656,126.6929335
445,문학하이퍼,미추홀구 주안7동1282-8,1994-12-22,37.44473459,126.6798563
446,창대할인마트,"미추홀구 인하로257번길 31(주안동, 1층)",2001-02-07,37.44980123,126.6768042
447,로얄할인마트,미추홀구 인주대로366번길 23(주안동),2016-01-19,37.45027144,126.6772555
448,신라할인마트,"미추홀구 인하로247번길 25, 가동 101호(주안동)",2016-06-27,37.44957521,126.6755719
449,곰돌이문구매점,"인하로236번길 5 (주안동,코너상가)",2019-04-30,37.44807283,126.6744094
450,세븐일레븐주안남광로,인하로257번길 21 (주안동),2019-07-31,37.44928925,126.6767283
451,씨유 주안쌍용점,인천광역시 미추홀구 인하로 296 (주안동),2020-11-23,37.44756126,126.6810299
452,씨유 신기촌하나점,"미추홀구 신기길 2, 1층 (주안동)",2021-06-15,37.44810024,126.676487
453,씨유 주안태평한신점,인천광역시 미추홀구 주승로 85(주안동),2022-07-04,37.44474397,126.6798252
454,지에스(GS)25 주안승학,인천광역시 미추홀구 승학길 72 (주안동) 1층,2023-05-02,37.44265992,126.6798209
455,이마트24 R인천인하로,인천광역시 미추홀구 인하로257번길 6 (주안동) 1층,2023-08-18,37.44851506,126.6769433
456,팜스마트,인천광역시 미추홀구 인주대로 384 (주안동),2023-10-04,37.45108402,126.6791955
457,이마트24 주안로얄점,인천광역시 미추홀구 미추홀대로 589 (주안동) 나동 1,2023-11-24,37.44994248,126.6795057
458,지에스25 주안태평점,인천광역시 미추홀구 승학길 85 (주안동) 1층,2023-12-29,37.443296,126.6796744
459,세븐일레븐인천승기점,미추홀구 주안8동1563-9 (경원대로752번길 19) 104호,1996-12-23,37.4501539,126.6910261
460,대동문구,"인주대로418번길 15, 103호(주안동, 광명@상가)",2001-02-01,37.45038238,126.6830584
461,우전쌀마트,미추홀구 주안8동 1161-88,2001-02-09,37.4473925,126.683375
462,이레마트,"미추홀구 인하로298번길 29(주안동, 진흥@상가 107)",2005-06-24,37.44660848,126.6814752
463,주안홈마트,"미추홀구 인하로 346, 1층(주안동)",2015-08-24,37.44786527,126.6865896
464,에이플러스마트,"미추홀구 인하로329번길 13, 1층(주안동)",2017-01-17,37.44877249,126.6846561
465,씨유 주안신기점,"미추홀구 미추홀대로586번길 58, 1층(주안동)",2022-07-25,37.44921343,126.6829673
466,GS25주안에쉐르점,"미추홀구 주승로110,주안에쉐르아파트 지하1층",2018-06-22,37.44486923,126.6830072
467,아싸비어 신기시장점,"미추홀구 미추홀대로 590, 1층 (주안동)",2018-09-04,37.45002458,126.6800477
468,이마트24 주안가현점,"미추홀구 경원대로 743, 1층 102,103호(주안동)",2018-11-22,37.44897894,126.6896338
469,씨유주안우리점,"인주대로446번길 13, 1층(주안동)",2019-06-21,37.45022409,126.6861057
470,세븐일레븐주안한신휴,"승학길104번길 30, 102호~106호",2019-10-28,37.4437066,126.6812456
471,이마트24 주안승기사거리점,인천광역시 미추홀구 인주대로 472 (주안동) 1층(주안,2020-11-13,37.45044215,126.6890768
472,지에스25주안행복점,"인주대로418번길 15, 1층 103호, 105호(주안동)",2021-02-16,37.45038238,126.6830584
473,씨유 주안신비점,"주승로 150, 1층 101호(주안동, 신비마을상가)",2021-02-18,37.44534783,126.6869219
474,알지(RG)카페,인천광역시 미추홀구 인주대로470번길 21(주안동) 1층,2022-05-06,37.44994792,126.6892038
475,불티나슈퍼,미추홀구 관교동473-13,1996-03-05,37.44585596,126.6918426
476,씨유 관교동아,"인하로430번길9 상가-101(관교동, 동아아파트)",1994-12-22,37.44503726,126.6946046
477,한아름 마트,미추홀구 관교동 13-6 (인하로446),2001-02-02,37.44379542,126.6956982
478,호산할인마트,인천광역시 미추홀구 인하로411번길 25 (관교동) 1층,2013-05-14,37.44758695,126.6938771
479,늘푸른농축산마트,미추홀구 관교동451-37(주승로153-17)리산주택101호,2013-06-11,37.44590284,126.6873266
480,에스알유통,"미추홀구 주승로247, 지하 1호, 2호(관교동, 동부@)",2015-07-06,37.44129096,126.6956246
481,우리마트,"미추홀구 주승로 197, 1층(관교동 483-11)",2016-03-17,37.4447663,126.6921984
482,이마트24(관교승학점),미추홀구 관교동,2018-03-13,37.4431273,126.6967429
483,조광할인마트,"미추홀구 인하로396번길 19, 1층(관교동)",2018-03-21,37.4467427,126.6917951
484,한우촌웰빙할인마트,"미추홀구 주승로 232, 1층(관교동)",2018-07-31,37.44254117,126.6945277
485,굿모닝 할인마트,"미추홀구 경원대로640번길 30, 1층 (관교동)",2022-04-12,37.44112122,126.6954181
486,드림유통,"경원대로652번길 29, 1층(관교동)",2019-09-10,37.44212287,126.6946136
487,(주)그린비지니스(미,"경원대로670번길5-27,202호(관교동)",2020-04-13,37.44346852,126.6914515
488,대경마트,"주승로183, 1층(관교동)",2020-07-29,37.44552538,126.6908788
489,씨유 관교 인하로점,인천광역시 미추홀구 인하로 398 (관교동),2020-10-28,37.44741701,126.6920691
490,씨유 관교원룸점,"미추홀구 경원대로652번길 29, 1층 일부호 (관교동)",2021-03-19,37.44212287,126.6946136
491,이마트24 인천관교점,"미추홀구 주승로 197, 1층 (관교동)",2021-06-21,37.4447663,126.6921984
492,콩순이마트,인천광역시 미추홀구 주승로 264(관교동) 1층 103호,2023-02-16,37.43986722,126.6953592
493,씨유 관교중앙,인천광역시 미추홀구 인하로406번길 43 (관교동) 1층,2023-07-12,37.44542761,126.691324
494,이마트24 관교타운점,인천광역시 미추홀구 경원대로640번길 6-45 (관교동),2023-08-01,37.44004508,126.6950111
495,롯데쇼핑(주) 인천점,인천광역시 미추홀구 연남로 35 (관교동),2023-11-23,37.44250623,126.7015187
496,한솔할인마트,미추홀구 문학동334-1,2001-02-12,37.44039493,126.6800423
497,진마트,미추홀구 문학동348-1,2001-08-09,37.43889927,126.6845407
498,롯데쇼핑(주)인천문학,"미추홀구 소성로 335(문학동, 1층)",2007-10-09,37.43765425,126.6845091
499,그린마트,미추홀구 소성로 315(문학동),2015-07-30,37.43778893,126.6823474
500,노른자마트,미추홀구 문학길 147 (문학동),2016-01-19,37.43467171,126.685891
501,우리할인마트,미추홀구 소성로 289(문학동),2018-10-25,37.43772898,126.6792648
502,문경마트,"인천광역시 미추홀구 승학길 28, 101호 (문학동)",2019-02-15,37.44069363,126.6796507
503,세븐일레븐 인천문학공원점,미추홀구 소성로 300 (문학동),2021-04-20,37.43758933,126.6803976
504,씨유 문학하늘점,"미추홀구 소성로318번길 23-7, 1층 일부 (문학동)",2021-07-19,37.43663862,126.6826523
505,세븐일레븐 문학에이스점,인천광역시 미추홀구 문학길 47(문학동) 1층(좌측일부,2021-10-26,37.43654312,126.6812149
506,로얄할인마트,인천광역시 미추홀구 소성로294번길 17-32(문학동),2023-03-09,37.43640735,126.6804212
507,세븐일레븐 인천문학중앙점,인천광역시 미추홀구 소성로332번길 7 (문학동) 1층,2023-04-20,37.43708799,126.6841142
508,이마트24 문학타운점,"인천광역시 미추홀구 소성로 269 (문학동, 삼보그린빌",2023-05-26,37.43791576,126.6773459
509,씨유 문학정보점,인천광역시 미추홀구 문학길 147 (문학동) 1층,2023-07-14,37.43467171,126.685891
